Customer Code,Agenda Appointments,Appointments Completed,Customer Code,Customer Type Group,Shop Code - Descr,Service Category Descr,Service Descr
00001YCC,01,01,00001YCC,CUSTOMER,008-VALENCIA - ESCULPTOR CAPUZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00001Z5M,01,01,00001Z5M,LEAD,078-BADAJOZ,Pre-Sales,CIERRE DE LA PRUEBA
00001ZAB,01,,00001ZAB,LEAD,836-CASTELLO DE LA PLANA - NAVARRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00001ZD1,01,,00001ZD1,PROSPECT,181-TERUEL - RAMON Y CAJAL 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00001ZGE,01,01,00001ZGE,CUSTOMER,041-LOGROÑO - DE LA RIOJA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00001ZRV,01,01,00001ZRV,LEAD,9C4-MOLINA DE SEGURA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00001ZRV,01,01,00001ZRV,LEAD,9C4-MOLINA DE SEGURA,Pre-Sales,ENTREGA DE LA VENTA
0000203E,01,01,0000203E,CUSTOMER,166-VECINDARIO,1st APPS,OPORTUNIDAD POTENCIAL
0000209I,01,01,0000209I,PROSPECT,066-A CORUÑA – FRANCISCO MARIÑO,Pre-Sales,2° CONTROL PRUEBA
0000209I,01,,0000209I,PROSPECT,066-A CORUÑA – FRANCISCO MARIÑO,Pre-Sales,3° CONTROL PRUEBA
000020EM,01,01,000020EM,CUSTOMER,052-SANTA CRUZ TENERIFE - SABINO BERTHELOT,Pre-Sales,CIERRE DE LA PRUEBA
000020EM,01,01,000020EM,CUSTOMER,052-SANTA CRUZ TENERIFE - SABINO BERTHELOT,Pre-Sales,ENTREGA DE LA VENTA
000021HR,01,01,000021HR,LEAD,96F-SAN FERNANDO - SAN RAFAEL,1st APPS,OPORTUNIDAD POTENCIAL
000021VP,01,01,000021VP,PROSPECT,162-MANRESA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000023BB,01,,000023BB,PROSPECT,052-SANTA CRUZ TENERIFE - SABINO BERTHELOT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000023DF,02,,000023DF,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0000246R,01,01,0000246R,PROSPECT,178-GIJON/XIXON - PALACIO VALDES,1st APPS,OPORTUNIDAD POTENCIAL
0000254T,01,01,0000254T,LEAD,007-ZARAGOZA - SAN MIGUEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000026C2,01,,000026C2,PROSPECT,059-GRANADA - RECOGIDAS,1st APPS,OPORTUNIDAD POTENCIAL
000026G8,01,01,000026G8,LEAD,146-AVILES - DR. GRAIÑO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000026M4,01,01,000026M4,PROSPECT,145-ORENSE - ALFÉREZ PROVISIONAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000027P0,01,01,000027P0,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000027SX,01,,000027SX,PROSPECT,065-MADRID - MARCELO USERA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002871,01,01,00002871,CUSTOMER,175-MIRANDA DE EBRO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000028HD,01,01,000028HD,PROSPECT,211-LAS PALMAS DE GRAN CANARIA - ZARAGOZA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000028MX,01,01,000028MX,PROSPECT,179-LA LINEA DE LA CONCEPCION,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000028N3,01,01,000028N3,CUSTOMER,134-HUESCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000029P7,01,,000029P7,PROSPECT,075-BILBAO - DR. AREILZA,1st APPS,OPORTUNIDAD POTENCIAL
000029UP,01,01,000029UP,CUSTOMER,025-LLEIDA - MAGI MORERA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002AAN,01,01,00002AAN,CUSTOMER,129-VILAFRANCA DEL PENEDES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002ABM,01,,00002ABM,PROSPECT,076-SAN FERNANDO - ROSARIO,1st APPS,EXAMEN TELEMARKETING LE
00002AN8,01,01,00002AN8,PROSPECT,118-GRANADA - DR. OLORIZ,Pre-Sales,CIERRE DE LA PRUEBA
00002AQC,01,01,00002AQC,CUSTOMER,065-MADRID - MARCELO USERA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002C2D,01,01,00002C2D,CUSTOMER,016-FERROL - REAL,1st APPS,EXAMEN TELEMARKETING LE
00002CHC,01,,00002CHC,PROSPECT,105-BARAKALDO - HERRIKO PLAZA,1st APPS,OPORTUNIDAD POTENCIAL
00002CPI,01,,00002CPI,CUSTOMER,118-GRANADA - DR. OLORIZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002CRP,01,01,00002CRP,LEAD,114-ALCOBENDAS,Pre-Sales,2° CONTROL PRUEBA
00002D5K,01,,00002D5K,PROSPECT,117-FUENLABRADA - LEGANÉS 1,1st APPS,OPORTUNIDAD POTENCIAL
00002D88,01,01,00002D88,PROSPECT,135-TELDE - DE LA CONSTITUCION,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002D9E,01,01,00002D9E,CUSTOMER,108-DOS HERMANAS - DEL EMIGRANTE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002D9E,01,,00002D9E,CUSTOMER,108-DOS HERMANAS - DEL EMIGRANTE,Pre-Sales,CIERRE DE LA PRUEBA
00002DQQ,01,01,00002DQQ,CUSTOMER,034-CORNELLA LLOBREGAT - RAMBLA ANSELM CLAVÉ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002DVA,01,01,00002DVA,PROSPECT,053-MERIDA,Pre-Sales,CIERRE DE LA PRUEBA
00002EGF,01,01,00002EGF,LEAD,089-BARCELONA - GAUDI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002EGF,01,,00002EGF,LEAD,089-BARCELONA - GAUDI,Pre-Sales,ENTREGA DE LA VENTA
00002EKH,01,01,00002EKH,LEAD,110-SANTA CRUZ DE LA PALMA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002EMT,01,,00002EMT,CUSTOMER,176-XATIVA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002ES6,01,01,00002ES6,CUSTOMER,009-TARRAGONA,1st APPS,OPORTUNIDAD 45 MINUTOS
00002FYI,01,01,00002FYI,CUSTOMER,037-MADRID - BRAVO MURILLO 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002FZ9,01,,00002FZ9,PROSPECT,121-BARCELONA - GRAN DE SANT ANDREU 2,1st APPS,OPORTUNIDAD POTENCIAL
00002G2U,01,01,00002G2U,PROSPECT,145-ORENSE - ALFÉREZ PROVISIONAL,Pre-Sales,3° CONTROL PRUEBA
00002GCX,01,01,00002GCX,CUSTOMER,118-GRANADA - DR. OLORIZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002GD6,01,01,00002GD6,CUSTOMER,020-SEVILLA - LUIS MONTOTO,1st APPS,OPORTUNIDAD POTENCIAL
00002GDR,01,,00002GDR,CUSTOMER,119-JEREZ DE LA FRONTERA - LANCERÍA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002HG0,01,,00002HG0,PROSPECT,012-CASTELLO DE LA PLANA - MAYOR,1st APPS,EXAMEN TELEMARKETING LE
00002HI4,01,01,00002HI4,CUSTOMER,068-MADRID - LA OCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002HIG,01,01,00002HIG,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002HOX,01,01,00002HOX,LEAD,B88-LLORET DE MAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002I6R,01,,00002I6R,PROSPECT,161-ZAMORA - TRES CRUCES,1st APPS,OPORTUNIDAD POTENCIAL
00002JGL,01,,00002JGL,CUSTOMER,163-MADRID - DEL MEDITERRANEO,Pre-Sales,1° CONTROL PRUEBA
00002KOE,01,01,00002KOE,CUSTOMER,057-A CORUÑA - DE OZA,1st APPS,OPORTUNIDAD POTENCIAL
00002KVE,01,,00002KVE,CUSTOMER,060-HUELVA - PLUS ULTRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002LBF,01,01,00002LBF,CUSTOMER,168-ALZIRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002LXA,01,01,00002LXA,CUSTOMER,204-LEGANES - CALLE JUAN MUÑOZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002M2V,01,,00002M2V,LEAD,FBC-MORON DE LA FRONTERA,Pre-Sales,CIERRE DE LA PRUEBA
00002MJX,01,01,00002MJX,CUSTOMER,093-MALAGA - ALAMEDA DE COLON,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002MK6,01,01,00002MK6,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
00002MSK,01,,00002MSK,CUSTOMER,077-BILBAO - ITURRIAGA,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
00002NCH,01,01,00002NCH,PROSPECT,008-VALENCIA - ESCULPTOR CAPUZ,Pre-Sales,2° CONTROL PRUEBA
00002NSI,01,01,00002NSI,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002O0H,01,01,00002O0H,PROSPECT,165-ARRECIFE - FAJARDO,1st APPS,OPORTUNIDAD POTENCIAL
00002O57,01,,00002O57,PROSPECT,025-LLEIDA - MAGI MORERA,1st APPS,OPORTUNIDAD POTENCIAL
00002OAB,01,,00002OAB,PROSPECT,161-ZAMORA - TRES CRUCES,1st APPS,EXAMEN TELEMARKETING LE
00002OBG,01,01,00002OBG,CUSTOMER,011-MANACOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002ONL,01,01,00002ONL,LEAD,8C3-BLANES,Pre-Sales,CIERRE DE LA PRUEBA
00002OTM,01,,00002OTM,CUSTOMER,073-MADRID - EXTREMADURA 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002OZ3,01,01,00002OZ3,CUSTOMER,053-MERIDA,Pre-Sales,CIERRE DE LA PRUEBA
00002P72,01,,00002P72,LEAD,871-ARRECIFE - ALMIRANTE BOADO ENDEIZA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002P7R,01,,00002P7R,CUSTOMER,212-EL VENDRELL,1st APPS,OPORTUNIDAD POTENCIAL
00002PDE,01,01,00002PDE,LEAD,866-ALGECIRAS - GENERAL CASTAÑOS,1st APPS,OPORTUNIDAD POTENCIAL
00002Q80,01,,00002Q80,CUSTOMER,214-JAEN - ANDALUCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002QAI,01,,00002QAI,CUSTOMER,081-ALCORCON - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002QPI,01,,00002QPI,LEAD,8D4-MARBELLA - FELIX RODRIGUEZ DE LA FUENTE,1st APPS,OPORTUNIDAD POTENCIAL
00002QX8,01,,00002QX8,LEAD,012-CASTELLO DE LA PLANA - MAYOR,1st APPS,OPORTUNIDAD POTENCIAL
00002R1B,01,01,00002R1B,CUSTOMER,073-MADRID - EXTREMADURA 1,Pre-Sales,1° CONTROL PRUEBA
00002R1B,01,01,00002R1B,CUSTOMER,073-MADRID - EXTREMADURA 1,Pre-Sales,CIERRE DE LA PRUEBA
00002RI1,01,01,00002RI1,CUSTOMER,132-REUS - PRAT DE LA RIBA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002S9R,01,,00002S9R,CUSTOMER,060-HUELVA - PLUS ULTRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002SCL,01,01,00002SCL,CUSTOMER,020-SEVILLA - LUIS MONTOTO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002TAQ,01,,00002TAQ,PROSPECT,078-BADAJOZ,1st APPS,OPORTUNIDAD POTENCIAL
00002U5R,01,01,00002U5R,LEAD,886-HOSPITALET LLOBREGAT - SANTA EULALIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002U97,01,01,00002U97,CUSTOMER,053-MERIDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002UF7,01,01,00002UF7,CUSTOMER,180-ALGECIRAS - FUERZAS ARMADAS,Pre-Sales,2° CONTROL PRUEBA
00002UF7,01,01,00002UF7,CUSTOMER,180-ALGECIRAS - FUERZAS ARMADAS,Pre-Sales,CIERRE DE LA PRUEBA
00002UHH,01,01,00002UHH,CUSTOMER,020-SEVILLA - LUIS MONTOTO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002UND,01,,00002UND,PROSPECT,098-ALCALA DE HENARES - CERVANTES,1st APPS,OPORTUNIDAD POTENCIAL
00002UOB,01,01,00002UOB,CUSTOMER,033-MADRID - MORATALAZ 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002UOH,01,,00002UOH,PROSPECT,117-FUENLABRADA - LEGANÉS 1,1st APPS,OPORTUNIDAD POTENCIAL
00002UPB,01,,00002UPB,CUSTOMER,137-ZARAGOZA - TERUEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002URQ,01,,00002URQ,PROSPECT,184-PUERTOLLANO,Pre-Sales,CIERRE DE LA PRUEBA
00002VK9,01,,00002VK9,PROSPECT,016-FERROL - REAL,1st APPS,OPORTUNIDAD POTENCIAL
00002VLI,01,01,00002VLI,CUSTOMER,145-ORENSE - ALFÉREZ PROVISIONAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002W1M,01,,00002W1M,PROSPECT,047-GETAFE - MADRID,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002WAJ,01,,00002WAJ,CUSTOMER,019-MOTRIL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002WBD,01,01,00002WBD,LEAD,94F-PAMPLONA/IRUÑA - MARTIN AZPILICUETA,Pre-Sales,2° CONTROL PRUEBA
00002WH1,01,01,00002WH1,PROSPECT,183-TUDELA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002XE1,01,01,00002XE1,CUSTOMER,109-PORTUGALETE - GREGORIO UZQUIANO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002XN3,01,01,00002XN3,LEAD,107-MADRID - MONFORTE DE LEMOS 1,1st APPS,OPORTUNIDAD POTENCIAL
00002XN3,01,01,00002XN3,LEAD,107-MADRID - MONFORTE DE LEMOS 1,Pre-Sales,1° CONTROL PRUEBA
00002XOG,01,,00002XOG,PROSPECT,094-FUENGIROLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002YR3,01,,00002YR3,CUSTOMER,011-MANACOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002ZAX,01,01,00002ZAX,CUSTOMER,056-CORDOBA - JOSE CRUZ CONDE,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
00002ZFF,01,,00002ZFF,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00002ZTL,01,,00002ZTL,LEAD,162-MANRESA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003001,01,01,00003001,CUSTOMER,070-SEVILLA - VIRGEN DE LUJAN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0000319Y,01,,0000319Y,CUSTOMER,060-HUELVA - PLUS ULTRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000031RX,01,01,000031RX,PROSPECT,180-ALGECIRAS - FUERZAS ARMADAS,1st APPS,OPORTUNIDAD POTENCIAL
00003358,01,01,00003358,CUSTOMER,009-TARRAGONA,Pre-Sales,ENTREGA DE LA VENTA
000033AW,01,01,000033AW,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000033FC,01,01,000033FC,PROSPECT,104-ELDA - PADRE MANJON,Pre-Sales,1° CONTROL PRUEBA
000033FC,01,,000033FC,PROSPECT,104-ELDA - PADRE MANJON,Pre-Sales,2° CONTROL PRUEBA
000033VV,01,01,000033VV,CUSTOMER,161-ZAMORA - TRES CRUCES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000033W2,01,01,000033W2,CUSTOMER,033-MADRID - MORATALAZ 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0000342O,01,,0000342O,LEAD,AA7-MADRID - ILLESCAS,1st APPS,OPORTUNIDAD POTENCIAL
00003436,01,01,00003436,LEAD,090-MAJADAHONDA,Pre-Sales,CIERRE DE LA PRUEBA
00003490,01,01,00003490,PROSPECT,178-GIJON/XIXON - PALACIO VALDES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003490,01,01,00003490,PROSPECT,178-GIJON/XIXON - PALACIO VALDES,Pre-Sales,1° CONTROL PRUEBA
00003490,01,01,00003490,PROSPECT,178-GIJON/XIXON - PALACIO VALDES,Pre-Sales,CIERRE DE LA PRUEBA
000034H0,01,,000034H0,CUSTOMER,027-ALMERIA - ALMERÍA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000034SF,02,,000034SF,CUSTOMER,229-SANT BOI DE LLOBREGAT,Pre-Sales,CIERRE DE LA PRUEBA
000034SX,01,01,000034SX,PROSPECT,053-MERIDA,Pre-Sales,2° CONTROL PRUEBA
000034SX,01,01,000034SX,PROSPECT,053-MERIDA,Pre-Sales,CIERRE DE LA PRUEBA
0000364J,01,,0000364J,CUSTOMER,042-ALICANTE/ALACANT - ANGEL LOZANO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000036WR,01,01,000036WR,CUSTOMER,049-BADALONA - MAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0000377X,01,,0000377X,CUSTOMER,099-COSLADA - DOCTOR FLEMING,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0000388X,01,01,0000388X,CUSTOMER,220-LINARES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000039E0,01,,000039E0,PROSPECT,011-MANACOR,1st APPS,OPORTUNIDAD POTENCIAL
000039LO,01,01,000039LO,CUSTOMER,128-VILANOVA I LA GELTRU,1st APPS,OPORTUNIDAD POTENCIAL
000039MT,01,01,000039MT,PROSPECT,042-ALICANTE/ALACANT - ANGEL LOZANO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000039NC,01,01,000039NC,CUSTOMER,084-ESTELLA/LIZARRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000039OH,01,,000039OH,CUSTOMER,027-ALMERIA - ALMERÍA,1st APPS,OPORTUNIDAD POTENCIAL
00003A43,01,,00003A43,PROSPECT,089-BARCELONA - GAUDI,1st APPS,OPORTUNIDAD POTENCIAL
00003A57,01,,00003A57,LEAD,051-SAN JOSE DE LA RINCONADA,1st APPS,OPORTUNIDAD POTENCIAL
00003AB9,01,,00003AB9,CUSTOMER,024-BARCELONA - DE GUIPÚSCOA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003AKB,01,01,00003AKB,CUSTOMER,010-PALMA - SINDICATO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003AXS,01,,00003AXS,PROSPECT,074-COLLADO VILLALBA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003BOF,01,01,00003BOF,PROSPECT,137-ZARAGOZA - TERUEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003C77,01,,00003C77,PROSPECT,094-FUENGIROLA,1st APPS,EXAMEN TELEMARKETING LE
00003DIP,01,,00003DIP,PROSPECT,162-MANRESA,1st APPS,OPORTUNIDAD POTENCIAL
00003DVL,01,01,00003DVL,CUSTOMER,117-FUENLABRADA - LEGANÉS 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003DXR,01,01,00003DXR,CUSTOMER,070-SEVILLA - VIRGEN DE LUJAN,1st APPS,OPORTUNIDAD POTENCIAL
00003FPB,01,01,00003FPB,PROSPECT,122-BARCELONA - SANTS 1,1st APPS,OPORTUNIDAD POTENCIAL
00003FQC,01,,00003FQC,LEAD,107-MADRID - MONFORTE DE LEMOS 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003G69,01,,00003G69,PROSPECT,124-BARCELONA - MANSO,1st APPS,OPORTUNIDAD POTENCIAL
00003G9K,01,,00003G9K,CUSTOMER,020-SEVILLA - LUIS MONTOTO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003GKE,01,,00003GKE,LEAD,072-LA LAGUNA - HERRADORES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003GWQ,01,,00003GWQ,PROSPECT,163-MADRID - DEL MEDITERRANEO,1st APPS,OPORTUNIDAD POTENCIAL
00003H0Q,01,01,00003H0Q,CUSTOMER,005-MADRID - FUENCARRAL,Pre-Sales,CIERRE DE LA PRUEBA
00003H4R,01,,00003H4R,CUSTOMER,183-TUDELA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003HQC,01,01,00003HQC,PROSPECT,111-GRANOLLERS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003HR4,01,01,00003HR4,CUSTOMER,179-LA LINEA DE LA CONCEPCION,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003I15,01,01,00003I15,CUSTOMER,057-A CORUÑA - DE OZA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003IDL,01,,00003IDL,PROSPECT,137-ZARAGOZA - TERUEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003IVN,01,01,00003IVN,CUSTOMER,148-GIJON/XIXON - CORRIDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003J4Q,01,,00003J4Q,CUSTOMER,056-CORDOBA - JOSE CRUZ CONDE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003JS0,01,01,00003JS0,CUSTOMER,177-PONFERRADA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003JSF,01,,00003JSF,PROSPECT,065-MADRID - MARCELO USERA,1st APPS,OPORTUNIDAD POTENCIAL
00003K7Y,01,01,00003K7Y,CUSTOMER,048-MOSTOLES - CONSTITUCIÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003KR2,01,,00003KR2,PROSPECT,068-MADRID - LA OCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003KV9,01,,00003KV9,LEAD,098-ALCALA DE HENARES - CERVANTES,1st APPS,EXAMEN TELEMARKETING LE
00003KWQ,01,01,00003KWQ,PROSPECT,148-GIJON/XIXON - CORRIDA,1st APPS,OPORTUNIDAD POTENCIAL
00003L6M,01,01,00003L6M,PROSPECT,215-JAEN - ESTACION,1st APPS,OPORTUNIDAD POTENCIAL
00003L78,01,,00003L78,PROSPECT,019-MOTRIL,1st APPS,OPORTUNIDAD POTENCIAL
00003LAC,01,01,00003LAC,CUSTOMER,163-MADRID - DEL MEDITERRANEO,1st APPS,EXAMEN TELEMARKETING LE
00003LCA,01,01,00003LCA,CUSTOMER,089-BARCELONA - GAUDI,Pre-Sales,ENTREGA DE LA PRUEBA
00003LF8,01,01,00003LF8,CUSTOMER,071-MADRID - ALBUFERA 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003MVM,01,,00003MVM,CUSTOMER,034-CORNELLA LLOBREGAT - RAMBLA ANSELM CLAVÉ,1st APPS,EXAMEN TELEMARKETING LE
00003NFR,02,02,00003NFR,CUSTOMER,073-MADRID - EXTREMADURA 1,Pre-Sales,CIERRE DE LA PRUEBA
00003ORJ,01,,00003ORJ,PROSPECT,020-SEVILLA - LUIS MONTOTO,1st APPS,OPORTUNIDAD POTENCIAL
00003P0A,01,01,00003P0A,CUSTOMER,076-SAN FERNANDO - ROSARIO,1st APPS,OPORTUNIDAD POTENCIAL
00003P5T,01,01,00003P5T,PROSPECT,183-TUDELA,1st APPS,OPORTUNIDAD POTENCIAL
00003PYR,01,,00003PYR,PROSPECT,090-MAJADAHONDA,Pre-Sales,1° CONTROL PRUEBA
00003RL7,01,01,00003RL7,CUSTOMER,201-JEREZ DE LA FRONTERA - PORVERA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003RL7,01,,00003RL7,CUSTOMER,201-JEREZ DE LA FRONTERA - PORVERA,Pre-Sales,3° CONTROL PRUEBA
00003RLJ,01,01,00003RLJ,CUSTOMER,048-MOSTOLES - CONSTITUCIÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003S2K,01,,00003S2K,PROSPECT,134-HUESCA,1st APPS,OPORTUNIDAD POTENCIAL
00003S7W,01,01,00003S7W,LEAD,108-DOS HERMANAS - DEL EMIGRANTE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003SB6,01,,00003SB6,PROSPECT,078-BADAJOZ,Pre-Sales,1° CONTROL PRUEBA
00003SN9,01,,00003SN9,PROSPECT,110-SANTA CRUZ DE LA PALMA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003SPB,01,,00003SPB,CUSTOMER,119-JEREZ DE LA FRONTERA - LANCERÍA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003TVF,01,,00003TVF,PROSPECT,112-SANTA COLOMA DE GRAMENET,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003TY0,01,01,00003TY0,LEAD,129-VILAFRANCA DEL PENEDES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003UV1,01,01,00003UV1,PROSPECT,216-CIUDAD REAL,1st APPS,OPORTUNIDAD POTENCIAL
00003VZJ,01,,00003VZJ,LEAD,081-ALCORCON - MAYOR,1st APPS,OPORTUNIDAD POTENCIAL
00003WFL,01,01,00003WFL,CUSTOMER,044-BARCELONA - MARAGALL 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003XCX,01,01,00003XCX,PROSPECT,089-BARCELONA - GAUDI,Pre-Sales,3° CONTROL PRUEBA
00003YDS,02,02,00003YDS,CUSTOMER,026-MURCIA - GRAN VIA ESCULTOR FCO. SALZILLO,Pre-Sales,ENTREGA DE LA VENTA
00003Z4D,01,01,00003Z4D,LEAD,024-BARCELONA - DE GUIPÚSCOA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
00003ZCK,01,01,00003ZCK,CUSTOMER,147-CADIZ - BRASIL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000040ZP,01,,000040ZP,PROSPECT,095-PAMPLONA/IRUÑA - BAYONA,1st APPS,OPORTUNIDAD POTENCIAL
000042L8,01,01,000042L8,CUSTOMER,109-PORTUGALETE - GREGORIO UZQUIANO,Pre-Sales,2° CONTROL PRUEBA
000042L8,01,,000042L8,CUSTOMER,109-PORTUGALETE - GREGORIO UZQUIANO,Pre-Sales,CIERRE DE LA PRUEBA
000042O0,01,01,000042O0,PROSPECT,024-BARCELONA - DE GUIPÚSCOA,1st APPS,OPORTUNIDAD POTENCIAL
000043IT,02,02,000043IT,CUSTOMER,048-MOSTOLES - CONSTITUCIÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000043LK,01,01,000043LK,CUSTOMER,064-TOLEDO - BARBER,1st APPS,EXAMEN TELEMARKETING LE
000044UD,01,01,000044UD,CUSTOMER,059-GRANADA - RECOGIDAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000044ZJ,01,01,000044ZJ,PROSPECT,057-A CORUÑA - DE OZA,1st APPS,OPORTUNIDAD POTENCIAL
000045I5,01,,000045I5,LEAD,079-CARTAGENA - PINTOR BALACA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000045MV,01,01,000045MV,PROSPECT,053-MERIDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
000045O9,01,01,000045O9,CUSTOMER,056-CORDOBA - JOSE CRUZ CONDE,Pre-Sales,ENTREGA DE LA PRUEBA
